wav_id,발화문,감정,Angry,Disgust,Fear,Happiness,Neutral,Sadness,Surprise
5e2990af5807b852d9e01a4f,나 면접에서 떨어졌어.,Sadness,0,0,0,0,0,1,0
5e2990c85807b852d9e01a53,집에서 쉬고 있어.,Sadness,0,0,0,0,0,1,0
5e2990e85807b852d9e01a56,내일부터 다시 다른데 알아보려고.,Sadness,0,0,0,0,0,1,0
5e2991605807b852d9e01a60,먹었지. 이미 너무 늦은 시간인걸.,Sadness,0,0,0,0,0,1,0
5e2991785807b852d9e01a62,지난달에 내가 분명히 얘기 했거든? 근데 며칠 가지도 않아.,Angry,1,0,0,0,0,0,0
5e29919c5807b852d9e01a66,어제 지진 난 거 알아?,Surprise,0,0,0,0,0,0,1
5e2991af5807b852d9e01a68,나는 괜찮아.,Neutral,0,0,0,0,1,0,0
5e2991df5807b852d9e01a6c,친구가 좀 심하게 다쳤어.,Neutral,0,0,0,0,1,0,0
5e2992895807b852d9e01a7c,당연히 따로 살고 싶은데 자취방 보증금을 나 혼자 어떻게 내.,Angry,1,0,0,0,0,0,0
5e2998b85807b852d9e01b02,룸메와 너무 자주 싸워.,Angry,1,0,0,0,0,0,0
5e29ac5b5807b852d9e01c2c,벌써 30분은 지난 거 같애.,Angry,1,0,0,0,0,0,0
5e29ac765807b852d9e01c2e,전화했는데 다와간다는데 안오네 아직도.,Angry,1,0,0,0,0,0,0
5e29ac965807b852d9e01c30,"가끔 한 번씩 그러긴 하는데, 오늘은 좀 심하네. 아, 화나!",Angry,1,0,0,0,0,0,0
5e29ae755807b852d9e01c4a,응. 치워야 되는데 어떡하지? 누가 치우지도 않고 갔네?,Disgust,0,1,0,0,0,0,0
5e29aeb55807b852d9e01c4d,그래야겠다. 좀 이따 보고 내가 치우든지 해야겠다.,Disgust,0,1,0,0,0,0,0
5e29af215807b852d9e01c55,나 이번 회사 면접 또 떨어졌어.,Sadness,0,0,0,0,0,1,0
5e29af4f5807b852d9e01c5a,엄마 아빠 얼굴도 못 보겠어서 괜히 밖에 돌아다니고 있어.,Sadness,0,0,0,0,0,1,0
5e29b07d5807b852d9e01c67,당연히 얘기 못했지. 지금 집에도 못 들어가고 있는데.,Sadness,0,0,0,0,0,1,0
5e29b0d55807b852d9e01c75,계속 걱정하느라 밥 생각도 안나.,Sadness,0,0,0,0,0,1,0
5e29b2135807b852d9e01c7e,"지금 저녁 약속 있어서 친구 기다리는데, 얘가 올 생각을 안 해.",Angry,1,0,0,0,0,0,0
5e29b2345807b852d9e01c7f,벌써 한 시간이 넘었다. 미친 거 아니야?,Angry,1,0,0,0,0,0,0
5e29b2545807b852d9e01c80,당연히 연락 해봤지! 근데 답장도 잘 안해.,Angry,1,0,0,0,0,0,0
5e29b2805807b852d9e01c81,어휴 얘 고등학교 때부터 그랬어.,Angry,1,0,0,0,0,0,0
5e29b2ac5807b852d9e01c85,이걸로 몇 번 싸우기도 했는데 도대체 들어먹질 않어.,Angry,1,0,0,0,0,0,0
5e29b2d15807b852d9e01c8c,룸메와 너무 싸우게 돼.,Sadness,0,0,0,0,0,1,0
5e29b2f95807b852d9e01c93,방을 너무 지저분하게 써. 경고도 했는데.,Sadness,0,0,0,0,0,1,0
5e29b3375807b852d9e01c9b,"한 달 전 쯤에 경고를 한 번 줬는데, 좀 고쳐지는 듯 하더니, 또 그러네. 음식물 쓰레기도 막 버리고.",Angry,1,0,0,0,0,0,0
5e29b37c5807b852d9e01ca7,응. 고등학교 동창이야.,Neutral,0,0,0,0,1,0,0
5e29b3a75807b852d9e01cae,보증금이 없어서. 한동안 같이 지내야 될 거 같아.,Sadness,0,0,0,0,0,1,0
5e29b4575807b852d9e01ccd,나 결국 헤어졌어.,Sadness,0,0,0,0,0,1,0
5e29b5525807b852d9e01cf7,친구였다가 사귀게 됐어.,Sadness,0,0,0,0,0,1,0
5e29b5675807b852d9e01cfb,아니. 3년동안 한번도 싸운적이 없었어.,Sadness,0,0,0,0,0,1,0
5e29b5815807b852d9e01cff,그렇다고 일찍 퇴근하면 잘 하지도 못하면서 노력도 안한다고 그럴 것 같아.,Sadness,0,0,0,0,0,1,0
5e29b5bc5807b852d9e01d06,내가 부족해서 그런 거 나도 알고 있다니까!,Sadness,0,0,0,0,0,1,0
5e2ac3d55807b852d9e01fd6,우리 아빠 어제 술먹고 또 사고쳤어.,Angry,1,0,0,0,0,0,0
5e2ac52c5807b852d9e01fe4,거의 맨날 먹어. 일주일에 하루 이틀 빼곤 거의 술이야!,Angry,1,0,0,0,0,0,0
5e2ac5585807b852d9e01fe7,엄마는 포기한지 한참됐고 이제 나도 모르겠어.,Angry,1,0,0,0,0,0,0
5e2ac6f85807b852d9e01ffe,고등학교 때 엄청 친한 사이였어. 근데 이럴 줄은 몰랐다.,Neutral,0,0,0,0,1,0,0
5e2ac82c5807b852d9e0200a,오늘 면접도 다 떨어졌다.,Sadness,0,0,0,0,0,1,0
5e2ac96c5807b852d9e02016,"아니. 다른 친구들도 다 붙었는데, 염치가 있지. 얘기 못 드렸어.",Sadness,0,0,0,0,0,1,0
5e2acaeb5807b852d9e02036,아 몰라 진짜 미쳤나봐. 왜 나한테만 이래.,Angry,1,0,0,0,0,0,0
5e2acb335807b852d9e02042,또 전화 왔어. 또 일하라고.,Angry,1,0,0,0,0,0,0
5e2ace275807b852d9e02073,엄마 아빠도 계속 슬퍼하지.,Sadness,0,0,0,0,0,1,0
5e2acee35807b852d9e0207b,그랬을까? 내가 잘 못해준 것만 자꾸 생각 나.,Sadness,0,0,0,0,0,1,0
5e2ad24b5807b852d9e020ae,말씀 드려야지.,Sadness,0,0,0,0,0,1,0
5e2ad24d5807b852d9e020af,"할 뻔 했어. 나까지 토할 뻔했다, 야.",Disgust,0,1,0,0,0,0,0
5e2ad2945807b852d9e020b9,"아니, 아니야. 따뜻한 물도 못 먹겠어.",Disgust,0,1,0,0,0,0,0
5e2ad2c45807b852d9e020bf,이따 내려가면서 관리실에 얘기해야지.,Disgust,0,1,0,0,0,0,0
5e2ad2d85807b852d9e020c1,벌써 한 시간 넘어간다. 이거 진짜 너무한 거 아니냐.,Angry,1,0,0,0,0,0,0
5e2ad33a5807b852d9e020c9,얘 고등학교 때부터 유명했어.,Neutral,0,0,0,0,1,0,0
5e2ad4145807b852d9e020d9,나 결국 남자친구랑 헤어졌어.,Sadness,0,0,0,0,0,1,0
5e2ad43e5807b852d9e020dc,자긴 권태긴 것 같다고 시간을 갖자고 그러더라. 그런데 결국 다른 사람이 생긴 것 같아.,Sadness,0,0,0,0,0,1,0
5e2ad4885807b852d9e020e1,아니. 술 마시고 계단에서 넘어지셔서 지금 병원에 있어.,Sadness,0,0,0,0,0,1,0
5e2ad4a95807b852d9e020e2,응. 잠깐 허리만 삐끗하신 것 같아.,Neutral,0,0,0,0,1,0,0
5e2ad5155807b852d9e020e8,"처음에는 몇 번 했는데, 이제는 거의 포기 상태야.",Sadness,0,0,0,0,0,1,0
5e2ad52a5807b852d9e020e9,사실 두 달도 넘었어.,Sadness,0,0,0,0,0,1,0
5e2ad6375807b852d9e020f8,룸메랑 싸우는 것도 이제 지긋지긋하다 정말.,Angry,1,0,0,0,0,0,0
5e2ad6e45807b852d9e02100,당연히 화내봤지! 근데 그것도 그때 뿐이야.,Angry,1,0,0,0,0,0,0
5e2ad7bd5807b852d9e0210b,"보증금이 800인데, 나 혼자서 부담할 수가 없잖아.",Angry,1,0,0,0,0,0,0
5e2ad8e65807b852d9e02119,화장실에 토한 거 그대로 있다.,Disgust,0,1,0,0,0,0,0
5e2ad9045807b852d9e0211a,속이 미슥미슥 거려. 나도 토할 거 같애.,Disgust,0,1,0,0,0,0,0
5e2ad94a5807b852d9e0211d,그래야겠다. 나가는 김에 얘기하고 가야겠어.,Disgust,0,1,0,0,0,0,0
5e2adcf75807b852d9e0214e,"아니, 약속을 해놓고 왜 얘는 이렇게 안 와!",Angry,1,0,0,0,0,0,0
5e2add315807b852d9e02152,"위로해줘서. 응, 다시 준비해야지.",Sadness,0,0,0,0,0,1,0
5e2add325807b852d9e02153,지금 한 시간이 넘었어!,Angry,1,0,0,0,0,0,0
5e2add6e5807b852d9e02156,다. 밥? 먹었어 방금.,Neutral,0,0,0,0,1,0,0
5e2ade005807b852d9e0215c,아무리 얘기해도 지가 뭘 잘못했는지를 몰라!,Angry,1,0,0,0,0,0,0
5e2adeb05807b852d9e02160,나는 하는 일마다 왜 다 이 모양일까.,Sadness,0,0,0,0,0,1,0
5e2adef55807b852d9e02162,내가 엉망으로 해서 혼난 거라 할 말도 없어.,Sadness,0,0,0,0,0,1,0
5e2ae57e5807b852d9e0216f,당연히 내봤지.,Angry,1,0,0,0,0,0,0
5e2ae59c5807b852d9e02170,아. 힘들어. 너무 힘들어.,Angry,1,0,0,0,0,0,0
5e2ae5bb5807b852d9e02171,그래서 따로 방 구하려고. 알아봤어.,Angry,1,0,0,0,0,0,0
5e2ae7695807b852d9e02184,챙겨먹었어?,Neutral,0,0,0,0,1,0,0
5e2ae7bd5807b852d9e02188,난 잘하는 게 없나봐.,Sadness,0,0,0,0,0,1,0
5e2ae8045807b852d9e0218b,잠깐 나갔다 올까?,Neutral,0,0,0,0,1,0,0
5e2ae8455807b852d9e0218e,일찍은 못 갈 거 같아.,Neutral,0,0,0,0,1,0,0
5e2ae95e5807b852d9e02193,해피가 어제 세상을 떠났어.,Sadness,0,0,0,0,0,1,0
5e2ae97f5807b852d9e02194,오래 살았어.,Sadness,0,0,0,0,0,1,0
5e2ae9b45807b852d9e02196,이제 알아보는 중이야.,Sadness,0,0,0,0,0,1,0
5e2aeb9f5807b852d9e021bc,"그래, 맨날!",Angry,1,0,0,0,0,0,0
5e2aebce5807b852d9e021bf,얘기해도 소용없어. 안 고쳐져.,Angry,1,0,0,0,0,0,0
5e2aec565807b852d9e021c3,야! 우리 아빠 어제 또 넘어졌어.,Angry,1,0,0,0,0,0,0
5e2aec735807b852d9e021c4,술 먹고 그랬지 뭐! 아휴. 몰라!,Angry,1,0,0,0,0,0,0
5e2aec8c5807b852d9e021c5,"생명이 뭐여. 아유, 지장 없어!",Neutral,0,0,0,0,1,0,0
5e2aecae5807b852d9e021c6,"아유, 주 5일은 먹네, 주 5일은! 어휴, 맨날 먹어, 맨날!",Angry,1,0,0,0,0,0,0
5e2aeccc5807b852d9e021c7,그런 건 소용 없어. 소용 하나도 없어!,Angry,1,0,0,0,0,0,0
5e2aedb45807b852d9e021cf,괜히 거기로 갔어. 가지 말걸.,Angry,1,0,0,0,0,0,0
5e2aeded5807b852d9e021d0,"하, 얼른 잊어버려야지.",Angry,1,0,0,0,0,0,0
5e2aee085807b852d9e021d1,아까 이미 말씀드렸어.,Neutral,0,0,0,0,1,0,0
5e2aeec25807b852d9e021d8,친구가 다쳤어.,Sadness,0,0,0,0,0,1,0
5e2aeee65807b852d9e021d9,다들 괜찮은 거 같아.,Sadness,0,0,0,0,0,1,0
5e2aefca5807b852d9e021e0,회사에서 자꾸 나한테만 일 시켜!,Angry,1,0,0,0,0,0,0
5e2aefe75807b852d9e021e1,모르겠어. 계속 일 시켜.,Angry,1,0,0,0,0,0,0
5e2b035e5807b852d9e0220c,도 얘기 못했는데 나 헤어졌어.,Sadness,0,0,0,0,0,1,0
5e2b03965807b852d9e0220d,"연애를 3년을 했거든? 근데, 권태기가 왔다는거야. 그래서 그러려니 했는데, 그게 아니었던 거 같애.",Sadness,0,0,0,0,0,1,0
5e2b221a5807b852d9e02239,"따뜻한 물 마시는 건 솔직히 좀 답이 아닌 거 같고, 그냥 빨리 화장실 가서 볼 일 보고, 맛있는거나 먹으러 가자.",Neutral,0,0,0,0,1,0,0
5e2b22545807b852d9e0223a,그래! 관리자한테 말하고 빨리 치우라고 말하자.,Neutral,0,0,0,0,1,0,0
5e2b71b05807b852d9e0225b,"한 시간은 된 거 같다, 진짜! 도대체 언제까지! 아, 진짜.",Angry,1,0,0,0,0,0,0
5e2b71d35807b852d9e0225c,"근데 하, 진짜 깜깜무소식이다!",Angry,1,0,0,0,0,0,0
5e2b7a855807b852d9e02285,진짜 어제 엄청 무서웠다.,Fear,0,0,1,0,0,0,0
5e2b85635807b852d9e02292,화를 내봤는데 고치는듯 하더니 또 그러네.,Angry,1,0,0,0,0,0,0
5e2bf1605807b852d9e0239f,하. 안그래도 다른 회사 알아봐야될 거 같애.,Angry,1,0,0,0,0,0,0
5e2bf1735807b852d9e023a1,"밤새 기획안 작성했는데, 다 잘못됐대.",Sadness,0,0,0,0,0,1,0
5e2bf1795807b852d9e023a2,"친한 여직원들 있긴 한데, 하, 잘 모르겠다.",Angry,1,0,0,0,0,0,0
5e2bf19c5807b852d9e023a4,알았어. 들어줘서 고마워.,Neutral,0,0,0,0,1,0,0
5e2bf2ef5807b852d9e023ba,약속 있어서 친구 기다리고 있는데 아직도 안왔어.,Angry,1,0,0,0,0,0,0
5e2bf3225807b852d9e023be,어. 조금만 기달리래. 계속 기달리라고만 말해.,Angry,1,0,0,0,0,0,0
5e2bf3395807b852d9e023c0,얘는 매번 늦어.,Angry,1,0,0,0,0,0,0
5e2bf3985807b852d9e023c5,우리 아빠가 또 다쳤어.,Angry,1,0,0,0,0,0,0
5e2bf3bc5807b852d9e023c8,뻔하지. 또 술마시고 넘어졌어.,Angry,1,0,0,0,0,0,0
5e2bf45e5807b852d9e023d6,자주 드셔.,Angry,1,0,0,0,0,0,0
5e2bf4ec5807b852d9e023df,진짜 퇴근한지 얼마나 됐다고 회사에서 연락이 또 왔어.,Angry,1,0,0,0,0,0,0
5e2bf5665807b852d9e023e7,있어서 정말 다행이야. 정말 고마워.,Neutral,0,0,0,0,1,0,0
5e2bf5e25807b852d9e023f0,어제 저녁에 진짜 무서웠어.,Fear,0,0,1,0,0,0,0
5e2bf5f25807b852d9e023f1,지진이 났잖아. 나는 괜찮았는데 내 친구는 발목을 다쳤어.,Fear,0,0,1,0,0,0,0
5e2bf6105807b852d9e023f3,지금은 괜찮은 거 같애.,Neutral,0,0,0,0,1,0,0
5e2bf6235807b852d9e023f4,내 친구는 발목을 다쳤거든. 다른 사람들은 잘 모르겠어.,Neutral,0,0,0,0,1,0,0
5e2bf6415807b852d9e023f5,"어, 나도 며칠 지켜봐야될 거 같애.",Neutral,0,0,0,0,1,0,0
5e2bf69a5807b852d9e023f9,누가 화장실에 토하고 하나도 안 치웠어.,Disgust,0,1,0,0,0,0,0
5e2bf6af5807b852d9e023fa,지금도 그대로 있다니까?,Disgust,0,1,0,0,0,0,0
5e2bf6d25807b852d9e023fc,"으, 물 마시려고 해도 자꾸 그게 생각 나.",Disgust,0,1,0,0,0,0,0
5e2c01365807b852d9e02418,나 면접 또 떨어졌어.,Sadness,0,0,0,0,0,1,0
5e2c01465807b852d9e02419,집에 가는 길.,Sadness,0,0,0,0,0,1,0
5e2c01795807b852d9e0241b,아니 아직 모르셔.,Neutral,0,0,0,0,1,0,0
5e2c018e5807b852d9e0241c,"아니, 아직. 배도 안 고파.",Sadness,0,0,0,0,0,1,0
5e2c02e25807b852d9e02426,아까부터 계속 연락했는데 답도 잘 없어!,Angry,1,0,0,0,0,0,0
5e2c02f85807b852d9e02427,얘 맨날 이래!,Angry,1,0,0,0,0,0,0
5e2c031c5807b852d9e02428,얘기를 해도 그 때 뿐이고 다음에 약속하면 또 똑같이 맨날 늦어.,Angry,1,0,0,0,0,0,0
5e2c03f65807b852d9e0242c,"아, 룸메랑 또 싸웠어!",Angry,1,0,0,0,0,0,0
5e2c048d5807b852d9e02431,알기는 고딩 때부터 알았지.,Angry,1,0,0,0,0,0,0
5e2c06045807b852d9e0243e,지금은 괜찮은데 어제 완전 놀랬어.,Surprise,0,0,0,0,0,0,1
5e2c067c5807b852d9e02441,응 그래야겠어. 지진을 처음 겪어봐서 진짜 너무 무섭더라.,Fear,0,0,1,0,0,0,0
5e2c07c15807b852d9e02447,"아, 못다녀, 못다녀! 아, 진짜 짜증나!",Angry,1,0,0,0,0,0,0
5e2c07ed5807b852d9e02448,아 진짜 딴 데로 옮겨야 되나봐! 월급 더 주는 것도 아니면서 왜 나한테만 일을 시켜?,Angry,1,0,0,0,0,0,0
5e2c08245807b852d9e02449,다른 사람 일까지 다 나한테 시키는데 내가 누구한테 털어놔!,Angry,1,0,0,0,0,0,0
5e2c085f5807b852d9e0244a,아 진짜 니가 욕이라도 해줘. 진짜 화병생기겠어.,Angry,1,0,0,0,0,0,0
5e2c095b5807b852d9e02450,그냥 밖에 돌아다니고 있어.,Sadness,0,0,0,0,0,1,0
5e2c0a795807b852d9e02459,하도 스트레스 받아서 그런지 배도 안 고파.,Sadness,0,0,0,0,0,1,0
5e2c41f15807b852d9e02472,나 남자친구랑 헤어졌어.,Sadness,0,0,0,0,0,1,0
5e2c4c1f5807b852d9e0248c,그냥 친하게 지내다가 그렇게 된거였지. 그래도 오랫동안 만났는데.,Sadness,0,0,0,0,0,1,0
5e2c4c445807b852d9e0248d,"그런 건 아니고, 권태기라고 말은 했는데, 사실은 그게 아니었던 거지.",Sadness,0,0,0,0,0,1,0
5e2c4c695807b852d9e0248e,좀 됐어. 몇 달 됐는데. 하. 아직도 힘드네.,Sadness,0,0,0,0,0,1,0
5e2cdbfb5807b852d9e024e0,룸메랑 너무 싸워. 진짜.,Angry,1,0,0,0,0,0,0
5e2d20a85807b852d9e02509,"으, 화장실에 누가 토하고 안치웠어.",Disgust,0,1,0,0,0,0,0
5e2d20bb5807b852d9e0250a,어. 지금도 그대로 있어. 너무 놀라서 뛰쳐나왔잖아.,Disgust,0,1,0,0,0,0,0
5e2d20d65807b852d9e0250b,당연히 완전 놀랐지.,Angry,1,0,0,0,0,0,0
5e2d20e65807b852d9e0250c,안그래도 지금 막 물 좀 마시려고.,Neutral,0,0,0,0,1,0,0
5e2d20f85807b852d9e0250d,"어, 좋은 생각이다. 내가 지금 가서 얘기하고 올게.",Neutral,0,0,0,0,1,0,0
5e2d215b5807b852d9e02513,어제 갑자기 지진이 일어났거든.,Fear,0,0,1,0,0,0,0
5e2d216a5807b852d9e02514,"어, 지금은 안정 된 거 같애.",Neutral,0,0,0,0,1,0,0
5e2d217b5807b852d9e02515,내 친구가 발목을 조금 다쳤어.,Sadness,0,0,0,0,0,1,0
5e2d22095807b852d9e0251b,그러니까. 나한테만 일을 시키고. 완전 다니기 싫어.,Angry,1,0,0,0,0,0,0
5e2d22205807b852d9e0251d,내일부터라도 당장 이직 준비를 해야겠어.,Neutral,0,0,0,0,1,0,0
5e2d22335807b852d9e0251e,다들 나한테 일만 시킬려고 하지 내 말은 아무도 들어주지 않아.,Sadness,0,0,0,0,0,1,0
5e2d22a05807b852d9e02523,우리 아빠가 어제 또 다쳤어.,Angry,1,0,0,0,0,0,0
5e2d22c05807b852d9e02528,다행히 생명에 지장은 없대.,Neutral,0,0,0,0,1,0,0
5e2d22d65807b852d9e0252a,일주일에 5일이나 술을 마셔. 너무 걱정 돼.,Sadness,0,0,0,0,0,1,0
5e2d22e75807b852d9e0252b,여러번 해봤는데 소용없어.,Sadness,0,0,0,0,0,1,0
5e2d236c5807b852d9e02539,"해봐도 그때 뿐이야. 잠깐만 나아지는 거 같아도, 다시 원상태로 돌아와.",Neutral,0,0,0,0,1,0,0
5e2d23ff5807b852d9e02542,어제 진행했는데 너무 허전해.,Sadness,0,0,0,0,0,1,0
5e2d24615807b852d9e02548,"밤 새서 기획안을 작성했는데, 혼만 났어.",Sadness,0,0,0,0,0,1,0
